Domain,Area,Element,Item,Year,Unit,Value
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1990,t,700.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1991,100 g/ha,57473.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1991,t,600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1992,100 g/ha,81250.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1992,t,1300.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1993,100 g/ha,43333.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1993,t,1300.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1994,100 g/ha,33333.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1994,t,1000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1995,100 g/ha,27500.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1995,t,1100.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1996,100 g/ha,30000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1996,t,1200.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1997,100 g/ha,60000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1997,t,1200.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1998,100 g/ha,40000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1998,t,1200.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,1999,100 g/ha,44606.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,1999,t,1210.59
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2000,100 g/ha,44489.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2000,t,1223.17
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2001,100 g/ha,44414.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2001,t,1235.05
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2002,100 g/ha,44332.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2002,t,1246.36
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2003,100 g/ha,44245.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2003,t,1257.21
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2004,100 g/ha,44531.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2004,t,1267.69
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2005,100 g/ha,45877.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2005,t,1289.08
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2006,100 g/ha,46539.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2006,t,1300.62
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2007,100 g/ha,47199.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2007,t,1311.99
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2008,100 g/ha,47860.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2008,t,1323.21
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2009,100 g/ha,48543.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2009,t,1334.33
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2010,100 g/ha,49298.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2010,t,1345.37
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2011,100 g/ha,50059.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2011,t,1356.33
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2012,100 g/ha,56452.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2012,t,1400.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2013,100 g/ha,50764.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2013,t,1369.44
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2014,100 g/ha,48687.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2014,t,1384.22
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2015,100 g/ha,49135.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2015,t,1407.23
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2016,100 g/ha,49741.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2016,t,1392.85
Crops and livestock products,Netherlands (Kingdom of the),Yield,Other berries and fruits of the genus vaccinium n.e.c.,2017,100 g/ha,50000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,Other berries and fruits of the genus vaccinium n.e.c.,2017,t,1401.34
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1961,100 g/ha,200378.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1961,t,326616.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1962,100 g/ha,189987.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1962,t,330007.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1963,100 g/ha,189923.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1963,t,345849.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1964,100 g/ha,219781.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1964,t,355605.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1965,100 g/ha,219668.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1965,t,324450.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1966,100 g/ha,214943.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1966,t,374000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1967,100 g/ha,230030.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1967,t,383000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1968,100 g/ha,219941.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1968,t,375000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1969,100 g/ha,229987.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1969,t,362000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1970,100 g/ha,250000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1970,t,369000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1971,100 g/ha,240000.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1971,t,324000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1972,100 g/ha,260448.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1972,t,349000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1973,100 g/ha,240500.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1973,t,481000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1974,100 g/ha,239444.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1974,t,431000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1975,100 g/ha,240889.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1975,t,433600.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1976,100 g/ha,248571.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1976,t,435000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1977,100 g/ha,268519.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1977,t,435000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1978,100 g/ha,269461.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1978,t,450000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1979,100 g/ha,300654.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1979,t,460000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1980,100 g/ha,301042.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1980,t,289000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1981,100 g/ha,298909.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1981,t,328800.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1982,100 g/ha,318729.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1982,t,376100.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1983,100 g/ha,309412.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1983,t,368200.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1984,100 g/ha,311111.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1984,t,364000.0
Crops and livestock products,Netherlands (Kingdom of the),Yield,"Other vegetables, fresh n.e.c.",1985,100 g/ha,321600.0
Crops and livestock products,Netherlands (Kingdom of the),Production,"Other vegetables, fresh n.e.c.",1985,t,402000.0
